Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
1/3/2023 12:24,Escola Pia Balaguer,3r ESO,3r-4t ESO,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,No,Si,Si,8,M'ha agradat mol la manera com han parlat i ens han fet entendre el tema del que han vingut a parlar. A més de les activitats!,"0,5714285714",Mala nota
1/3/2023 12:24,Escola Pia Balaguer,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,M'ha agradat molt tot el taller en general.,"0,8571428571",Bona nota
1/3/2023 12:24,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,M'ha agradat molt la manera dinàmica de la conferència que ha fet que en cap moment fos avorrida. ,"0,8571428571",Bona nota
1/3/2023 12:25,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,dianes,1,Bona nota
1/3/2023 12:25,Escola Pia Balaguer,3r ESO,3r-4t ESO,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"M'ha agradat molt el taller, ha sigut molt dinàmic i divertit","0,8571428571",Bona nota
1/3/2023 12:25,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,No,"No, no m'agraden",No,8,M'han agradat els jocs que em fet,"0,4285714286",Mala nota
1/3/2023 12:26,Escola Pia Balaguer,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Els experiments dinàmics menters feien la xarada eren divertits i feien que duran la xarada aprengués més.,"0,8571428571",Bona nota
1/3/2023 12:26,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,treballa majoritàriament en un mode automàtic,"és bo per mi, doncs m'ho passo bé i m'ajuda a desconnectar",ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant càstigs quan fas una cosa incorrecte,doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,Es bastant innovador de no explicar tanta teoria i fer treballs o tallers per apendre més.,"0,4285714286",Mala nota
1/3/2023 12:27,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,M'ha agradat molt la forma de com ho explicàveu i els experiments que feieu servir per explicar el nostre cervell,"0,8571428571",Bona nota
1/3/2023 12:27,Escola Pia Balaguer,3r ESO,3r-4t ESO,Masculí,treballa majoritàriament en un mode automàtic,no afecta al meu cos en absolut,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,les activitats m'han encantat,"0,1428571429",Mala nota
12/1/2023 10:05,IE Martí Pous,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,El joc del mico mola.,"0,8571428571",Bona nota
12/1/2023 11:58,IE Martí Pous,3r ESO,3r-4t ESO,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Lo que me ha gustado más ha sido el juego que hemos hecho en clase de : una persona de ponía el antifaz y los demás roles se los distribuía con el grupo. Y tenías q tirar a la Diana y los compañeros del grupo te decían cosas buenas o malas o instrucciones y luego hemos comentado en clase nuestra sensación y pensamiento que ha tenido cada miembro del grupo.,"0,5714285714",Mala nota
12/1/2023 12:22,IE Martí Pous,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,augmenta el enmagatzematge de greix,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"fent tasques extremadament difícils, tenint en compte les teves habilitats actuals",Si,No,"No, no m'agraden",No,5,me gusta mi madre,"0,5714285714",Mala nota
12/1/2023 12:24,IE Martí Pous,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, no m'agraden",Si,8,.,"0,8571428571",Bona nota
12/1/2023 12:26,IE Martí Pous,3r ESO,3r-4t ESO,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,Si,Si,10,Nomes vull dir que ha sigut el millor taller de ciencies de la meva vida,"0,7142857143",Bona nota
12/1/2023 15:17,IE Martí Pous,3r ESO,3r-4t ESO,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, no m'agraden",De vegades,8,Els experiments,"0,8571428571",Bona nota
12/1/2023 15:46,IE Martí Pous,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,R,"0,7142857143",Bona nota
13/01/2023 10:12:16,IE Martí Pous,3r ESO,3r-4t ESO,Femení,tracta d'evitar un consum d'energia innecessari,no afecta al meu cos en absolut,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,per estalviar energia,"fer tasques senzilles, tenint en compte les teves habilitats actuals",No se,Si,Si,No se,6,M'agradat aquest taller.,"0,2857142857",Mala nota
13/01/2023 10:13:39,IE Martí Pous,3r ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,m’ha agradat fer les activitats de la diana y la interacció amb el públic.,1,Bona nota
9/1/2023 11:02,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,Super ben explicat!,"0,8571428571",Bona nota
9/1/2023 11:03,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,9,Tot bé,"0,8571428571",Bona nota
9/1/2023 11:03,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Els experiments ,"0,8571428571",Bona nota
9/1/2023 11:03,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,No,8,Taller molt dinàmic ,1,Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,9,els experiments i el temari,1,Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,8,ha estar entretingut i dinamic amb les dues activitats ,1,Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Me ha agradat molt la part del experiment i tot el taller en general,1,Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,.,"0,7142857143",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,Que era fa pensar,"0,8571428571",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,Una clase muy divertida y didactica,"0,5714285714",Mala nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,.,"0,7142857143",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,Tot bé,"0,8571428571",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,Si,Si,10,"Ha estado muy entretenido, y repetiría la charla, sin duda estaría bien que mas gente estuviera informada de dichos hábitos saludables","0,8571428571",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,"Ha estado un taller muy interesante. La manera de como lo has explicado,creo que nos va a servir mucho ahora en nuestro día a dia.","0,7142857143",Bona nota
9/1/2023 11:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,Els experiment es el que més m'agradat,"0,8571428571",Bona nota
9/1/2023 11:05,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,M’ha agradat molt les activitats realitzades i plantejades. Crec que es molt bona forma d’ebtendre el que s’ha explicat! Felicitats!!,1,Bona nota
9/1/2023 11:05,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,Realizas la charla de manera motivada y se ve que te gusta mucho lo que haces,"0,8571428571",Bona nota
9/1/2023 11:05,Sopeña,Grau superior,Grau superior,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Me ha gustado todo ,"0,7142857143",Bona nota
9/1/2023 13:26,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",No,9,M'agradat com ho han explicat i els experiments que han preparat,1,Bona nota
9/1/2023 13:26,Sopeña,Grau superior,Grau superior,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,"Ha estat tot super bé, m’ha encantat","0,7142857143",Bona nota
9/1/2023 13:26,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,Si,Si,10,"M’ha agradat molt el sentir del humor al taller, li dona un punt divertit, junt amb les activitats i experiments.","0,8571428571",Bona nota
9/1/2023 13:26,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Excelente explicación ,"0,8571428571",Bona nota
9/1/2023 13:27,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,"La compaginación de poner ejemplos prácticos a lo explicado hace el taller más entretenido, divertido y que aprendas más y te quedes con lo que decís ","0,8571428571",Bona nota
9/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,dinámico y no es nada aburrido,"0,7142857143",Bona nota
9/1/2023 13:27,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,Que sea muy dinamico y poner en practica la teoria explicada ,"0,8571428571",Bona nota
9/1/2023 13:28,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, no m'agraden",Si,10,Molt bona la forma de conectar amb els alumnes. Doneu Bones vibres ,"0,7142857143",Bona nota
9/1/2023 13:28,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"molt interesant,divertit i dinamic, aprens a fer cosas desde un altre punt de vista. Y ho han explicat tot súper bé!!!!","0,8571428571",Bona nota
9/1/2023 13:29,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Ha estado muy entretenido muy buen ambiente,"0,8571428571",Bona nota
9/1/2023 17:03,Sopeña,4t ESO,3r-4t ESO,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,mitjançant càstigs quan fas una cosa incorrecte,doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,"No, no m'agraden",Si,2,Ha estar molt be,"0,2857142857",Mala nota
9/1/2023 17:03,Sopeña,4t ESO,3r-4t ESO,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,M'agradat molt com ens han fet entendre l'activitat mitjançants activitats i explicacions,"0,8571428571",Bona nota
9/1/2023 17:04,Sopeña,4t ESO,3r-4t ESO,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,altera el cicle circadià de melatonina,només a través del condicionament clàssic,mitjançant càstigs quan fas una cosa incorrecte,per estalviar energia,"fent tasques extremadament difícils, tenint en compte les teves habilitats actuals",Si,No,"No, no m'agraden",Si,7,M'agradat les activitats,"0,1428571429",Mala nota
10/1/2023 11:05,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,ha sigut dinamic ,"0,8571428571",Bona nota
10/1/2023 11:08,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha disminuït en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,Perfecto sense ninguna Queixa! Profes brutals,"0,7142857143",Bona nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,Si,Si,9,"M’ha agradat molt, el q menys es la poca varietat d llaminadures:)","0,7142857143",Bona nota
10/1/2023 13:27,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",No,5,M’ha ha agradat molt els jocs,"0,7142857143",Bona nota
10/1/2023 13:27,Sopeña,Grau superior,Grau superior,Femení,tracta d'evitar un consum d'energia innecessari,augmenta el enmagatzematge de greix,totes les anteriors són incorrectes,computant la realitat tal com és,mitjançant recompenses quan fas una cosa correcte,doncs no és un ordinador que només processa informació del exterior,"fent tasques extremadament difícils, tenint en compte les teves habilitats actuals",Si,No,"No, no m'agraden",Si,6,A l’hora de ver el debate m’agradat molt,0,Mala nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha disminuït en els últims 100 anys,computant la realitat tal com és,mitjançant càstigs quan fas una cosa incorrecte,doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,"No, no m'agraden",Si,10,La manera en la que interactuant es perfecta ,"0,2857142857",Mala nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,.,"0,8571428571",Bona nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha disminuït en els últims 100 anys,només a través del condicionament clàssic,mitjançant càstigs quan fas una cosa incorrecte,com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,6,.,"0,4285714286",Mala nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,mitjançant càstigs quan fas una cosa incorrecte,com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,Ha estat molt bé es el primer taller que no em dormo pero s’ha fer una mica llarg .PER UNA ALTRA PORTEU GOMINOLES QUE NO SIGUIS DE COCACOLA JAJJAHAJA .a estat bé:),"0,5714285714",Mala nota
10/1/2023 13:27,Sopeña,Grau superior,Grau superior,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,"Muy buen taller, me he entretenido mucho. Han sido muy claros los dos chicos y muy majos ;)","0,5714285714",Mala nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,altera el cicle circadià de melatonina,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,9,les activitats,"0,7142857143",Bona nota
